departamento,municipio,confianza,codigo_a,establecimiento_a,codigo_b,establecimiento_b,similitud_nombre,similitud_direccion,telefono_a,telefono_b,decision
GUATEMALA,PALENCIA,alta,01-05-0100-46,COLEGIO GUATEMALTECO TIKAL NO. 2,01-05-0102-46,COLEGIO GUATEMALTECO TIKAL NO. 2,100.0,98.51,37278044,37278044,revisar
GUATEMALA,PALENCIA,alta,01-05-0107-46,COLEGIO GUATEMALTECO TIKAL NO. 2,01-05-0108-46,COLEGIO GUATEMALTECO TIKAL NO. 2,100.0,100.0,37278044,37278044,revisar
GUATEMALA,PALENCIA,alta,01-05-0107-46,COLEGIO GUATEMALTECO TIKAL NO. 2,01-05-0109-46,COLEGIO GUATEMALTECO TIKAL NO. 2,100.0,100.0,37278044,37278044,revisar
GUATEMALA,PALENCIA,alta,01-05-0108-46,COLEGIO GUATEMALTECO TIKAL NO. 2,01-05-0109-46,COLEGIO GUATEMALTECO TIKAL NO. 2,100.0,100.0,37278044,37278044,revisar
GUATEMALA,PALENCIA,alta,01-05-8549-46,LICEO INTEGRAL PALENCIANO,01-05-8550-46,LICEO INTEGRAL PALENCIANO,100.0,100.0,51604540,51604540,revisar
GUATEMALA,PALENCIA,alta,01-05-8604-46,LICEO INTEGRAL PALENCIANO,01-05-8606-46,LICEO INTEGRAL PALENCIANO,100.0,100.0,51604540,51604540,revisar
GUATEMALA,SAN JOSE DEL GOLFO,alta,01-04-0008-46,INSTITUTO NACIONAL NITO PALENCIA MAYEN,01-04-0009-46,INSTITUTO NACIONAL NITO PALENCIA MAYEN,100.0,90.48,55135441,55135441,revisar
GUATEMALA,SAN JOSE DEL GOLFO,alta,01-04-0017-46,"COLEGIO ""ALFA Y OMEGA""",01-04-0028-46,"COLEGIO ""ALFA Y OMEGA""",100.0,100.0,51805661,51805661,revisar
GUATEMALA,SAN JOSE DEL GOLFO,alta,01-04-0033-46,COLEGIO BALAM,01-04-0034-46,COLEGIO BALAM,100.0,98.55,46819123,46819123,revisar
GUATEMALA,SAN JOSE DEL GOLFO,alta,01-04-0035-46,COLEGIO BALAM,01-04-0038-46,COLEGIO BALAM,100.0,98.55,46819123,46819123,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0118-46,LICEO COMERCIAL ENTRE VALLES,01-03-0196-46,LICEO COMERCIAL ENTRE VALLES,100.0,100.0,53154501,53154501,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0119-46,LICEO COMERCIAL ENTRE VALLES,01-03-0120-46,LICEO COMERCIAL ENTRE VALLES,100.0,100.0,35244494,35244494,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0124-46,COLEGIO BILINGÜE INTEGRIDAD ( INTEGRITY ),01-03-0125-46,COLEGIO BILINGÜE INTEGRIDAD ( INTEGRITY ),100.0,100.0,66371400,66371400,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0129-46,"CENTRO EDUCATIVO "" EL PROGRESO""",01-03-0133-46,"CENTRO EDUCATIVO "" EL PROGRESO""",100.0,100.0,66348335,66348335,revisar
GUATEMALA,SAN JOSE PINULA,alta,01-03-0135-46,COLEGIO INTEGRAL EBENEZER,01-03-0136-46,COLEGIO INTEGRAL EBENEZER,100.0,100.0,66617878,66617878,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0078-46,COLEGIO INTELIGENCIAS MULTIPLES,01-10-0220-46,COLEGIO INTELIGENCIAS MULTIPLES,100.0,97.87,66695040,66695040,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0114-46,COLEGIO DE COMPUTACION CEI-PC,01-10-8313-46,COLEGIO DE COMPUTACION CEI-PC,100.0,90.38,66647624,66647624,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0254-46,"COLEGIO EVANGÉLICO ""JESÚS EL MESÍAS""",01-10-0255-46,"COLEGIO EVANGÉLICO ""JESÚS EL MESÍAS""",100.0,100.0,22113450,22113450,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0258-46,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),01-10-0329-46,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),100.0,98.28,47395508,47395508,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0275-46,COLEGIO TECNOLOGICO GUATEMALTECO EDU,01-10-0278-46,COLEGIO TECNOLOGICO GUATEMALTECO EDU,100.0,100.0,57556885,57556885,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0279-46,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,01-10-0292-46,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,100.0,100.0,46439849,46439849,revisar
GUATEMALA,SAN JUAN SACATEPEQUEZ,alta,01-10-0286-46,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,01-10-0287-46,CENTRO DE COMPUTACIÓN CEI-PC LINDA VISTA,100.0,100.0,66647624,66647624,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0108-46,CENTRO EDUCATIVO BERTRAND RUSSELL,01-17-0109-46,CENTRO EDUCATIVO BERTRAND RUSSELL,100.0,100.0,24482194,24482194,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0113-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,01-17-0125-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE VILLA HERMOSA,100.0,100.0,24806489,24806489,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0188-46,"COLEGIO ""VALLE DEL SABER""",01-17-0191-46,"COLEGIO ""VALLE DEL SABER""",100.0,100.0,66314331,66314331,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0225-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,01-17-0226-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,100.0,100.0,35434674,35434674,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0225-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,01-17-0227-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,100.0,100.0,35434674,35434674,revisar
GUATEMALA,SAN MIGUEL PETAPA,alta,01-17-0226-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,01-17-0227-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,100.0,100.0,35434674,35434674,revisar
GUATEMALA,SAN PEDRO AYAMPUC,alta,01-07-0031-46,"COLEGIO MIXTO ""EL ARTE DE APRENDER""",01-07-0034-46,"COLEGIO MIXTO ""EL ARTE DE APRENDER""",100.0,97.56,32189403,32189403,revisar
GUATEMALA,SAN PEDRO AYAMPUC,alta,01-07-0046-46,LICEO JUVENIL GUATEMALTECO,01-07-8219-46,LICEO JUVENIL GUATEMALTECO,100.0,96.77,55760935,55760935,revisar
GUATEMALA,SAN PEDRO SACATEPEQUEZ,alta,01-09-0006-46,CENTRO EDUCATIVO SAN PEDRO APOSTOL,01-09-0007-46,CENTRO EDUCATIVO SAN PEDRO APOSTOL,100.0,100.0,66297127,66297127,revisar
GUATEMALA,SANTA CATARINA PINULA,alta,01-02-0012-46,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,01-02-0036-46,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,100.0,100.0,66373741,66373741,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0089-46,CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO,01-16-0196-46,CENTRO EDUCATIVO INTEGRAL COMPUTARIZADO,100.0,100.0,24496307,24496307,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0108-46,LICEO CENTROAMERICANO BOCA DEL MONTE,01-16-8866-46,LICEO CENTROAMERICANO BOCA DEL MONTE,100.0,92.31,24480821,24480821,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0114-46,LICEO MONTEGAL,01-16-0116-46,LICEO MONTEGAL,100.0,100.0,24480675,24480675,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0143-46,INSTITUTO TECNOLÓGICO MUNICIPAL,01-16-0144-46,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,63358181,63358181,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0143-46,INSTITUTO TECNOLÓGICO MUNICIPAL,01-16-0145-46,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,63358181,63358181,revisar
GUATEMALA,VILLA CANALES,alta,01-16-0144-46,INSTITUTO TECNOLÓGICO MUNICIPAL,01-16-0145-46,INSTITUTO TECNOLÓGICO MUNICIPAL,100.0,100.0,63358181,63358181,revisar
GUATEMALA,VILLA CANALES,alta,01-16-8871-46,LICEO CENTROAMERICANO BOCA DEL MONTE,01-16-8872-46,LICEO CENTROAMERICANO BOCA DEL MONTE,100.0,100.0,44303549,44303549,revisar
GUATEMALA,VILLA CANALES,alta,01-16-9736-46,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,01-16-9738-46,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,100.0,100.0,56985536,56985536,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0010-46,COLEGIO CRISTIANO PENIEL PERONIA,01-15-0016-46,COLEGIO CRISTIANO PENIEL PERONIA,100.0,100.0,66364057,66364057,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0168-46,INSTITUTO MIXTO PRIVADO JUAN GERARDI,01-15-8300-46,INSTITUTO MIXTO PRIVADO JUAN GERARDI,100.0,91.36,66310390,66310390,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0178-46,COLEGIO CRISTIANO HERMOSO JESUS,01-15-8111-46,COLEGIO CRISTIANO HERMOSO JESUS,100.0,97.67,66368660,66368660,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0181-46,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC,01-15-8398-46,COLEGIO BASICO MODERNO PARA COMPUTACION BM-PC,100.0,97.78,66311584,66311584,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0185-46,LICEO TECNICO DE VILLA NUEVA,01-15-9550-46,LICEO TECNICO DE VILLA NUEVA,100.0,100.0,66312603,66312603,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0194-46,COLEGIO MIXTO MARTA MARIA,01-15-0195-46,COLEGIO MIXTO MARTA MARIA,100.0,100.0,66361145,66361145,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0266-46,LICEO EDUCATIVO LA ASUNCION,01-15-8911-46,LICEO EDUCATIVO LA ASUNCION,100.0,100.0,58091987,58091987,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0271-46,LICEO PIERRE DE FERMAT,01-15-0273-46,LICEO PIERRE DE FERMAT,100.0,97.87,66364884,66364884,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0364-46,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,01-15-0365-46,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,100.0,100.0,66404710,66404710,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0456-46,LICEO TECNICO DE VILLA NUEVA,01-15-9551-46,LICEO TECNICO DE VILLA NUEVA,100.0,97.87,66312603,66312603,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0523-46,LICEO PIERRE DE FERMAT,01-15-0524-46,LICEO PIERRE DE FERMAT,100.0,100.0,66364884,66364884,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0612-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,01-15-0626-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,54279122,54279122,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0612-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,01-15-7859-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,54279122,54279122,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0626-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,01-15-7859-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,100.0,100.0,54279122,54279122,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0645-46,LICEO TÉCNICO DE VILLA NUEVA,01-15-0646-46,LICEO TÉCNICO DE VILLA NUEVA,100.0,100.0,59283903,59283903,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0813-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,01-15-0815-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,55679181,55679181,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0813-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,55679181,55679181,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-0815-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,100.0,100.0,55679181,55679181,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-2072-46,COLEGIO MIXTO NUESTRA PATRIA,01-15-9555-46,COLEGIO MIXTO NUESTRA PATRIA,100.0,100.0,66723576,66723576,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-8282-46,LICEO MIXTO EVEREST,01-15-8283-46,LICEO MIXTO EVEREST,100.0,100.0,66357563,66357563,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-8597-46,COLEGIO NUESTRA SEQORA DE LOURDES,01-15-8598-46,COLEGIO NUESTRA SEQORA DE LOURDES,100.0,100.0,24592369,24592369,revisar
GUATEMALA,VILLA NUEVA,alta,01-15-8600-46,COLEGIO NUESTRA SEÑORA DE LOURDES,01-15-8601-46,COLEGIO NUESTRA SEÑORA DE LOURDES,100.0,100.0,24592369,24592369,revisar
HUEHUETENANGO,COLOTENANGO,alta,13-19-0041-46,"LICEO PRIVADO MIXTO ""PANAMERICANO""",13-19-0042-46,"LICEO PRIVADO MIXTO ""PANAMERICANO""",100.0,100.0,46221871,46221871,revisar
HUEHUETENANGO,COLOTENANGO,alta,13-19-0057-46,"COLEGIO PRIVADO MIXTO ""GÉNESIS""",13-19-0058-46,"COLEGIO PRIVADO MIXTO ""GÉNESIS""",100.0,100.0,46221871,46221871,revisar
HUEHUETENANGO,COLOTENANGO,alta,13-19-0061-46,COLEGIO PRIVADO MIXTO GÉNESIS,13-19-0062-46,COLEGIO PRIVADO MIXTO GÉNESIS,100.0,100.0,46221871,46221871,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0158-46,COLEGIO PREUNIVERSITARIO CAMBRIDGE,13-01-0287-46,COLEGIO PREUNIVERSITARIO CAMBRIDGE,100.0,100.0,77252793,77252793,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0162-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,13-01-0163-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,100.0,100.0,77648506-45419234-41177068,77648506-45419234-41177068,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0226-46,CENTRO EDUCATIVO MARRIOT,13-01-0322-46,CENTRO EDUCATIVO MARRIOT,100.0,97.67,77648219,77648219,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0268-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,13-01-0275-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,100.0,77640126,77640126,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0268-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,13-01-0341-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,97.96,77640126,77640126,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0275-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,13-01-0341-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,100.0,97.96,77640126,77640126,revisar
HUEHUETENANGO,HUEHUETENANGO,alta,13-01-0289-46,COLEGIO PRIVADO MIXTO AMERICANO,13-01-1592-46,COLEGIO PRIVADO MIXTO AMERICANO,100.0,97.96,77642424,77642424,revisar
HUEHUETENANGO,JACALTENANGO,alta,13-07-0063-46,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",13-07-0064-46,"INSTITUTO PRIVADO MIXTO DIVERSIFICADO ""JACALTENANGO""",100.0,100.0,59851269,59851269,revisar
HUEHUETENANGO,LA DEMOCRACIA,alta,13-12-0075-46,INSTITUTO PRIVADO MIXTO ESFUERZO,13-12-0097-46,INSTITUTO PRIVADO MIXTO ESFUERZO,100.0,100.0,30193496,30193496,revisar
HUEHUETENANGO,LA DEMOCRACIA,alta,13-12-0111-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",13-12-0126-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""",100.0,100.0,30193496,30193496,revisar
HUEHUETENANGO,LA DEMOCRACIA,alta,13-12-0113-46,"INSTITUTO PRIVADO MIXTO ""SUPERACIÓN""",13-12-0114-46,"INSTITUTO PRIVADO MIXTO ""SUPERACIÓN""",100.0,100.0,46467680,46467680,revisar
HUEHUETENANGO,MALACATANCITO,alta,13-03-0067-46,"LICEO PRIVADO MIXTO ""EMANUEL""",13-03-0068-46,"LICEO PRIVADO MIXTO ""EMANUEL""",100.0,100.0,50054877,50054877,revisar
HUEHUETENANGO,NENTON,alta,13-05-0052-46,"COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""",13-05-0054-46,"COLEGIO INTERCULTURAL PRIVADO MIXTO ""CIENCIA APLICADA""",100.0,100.0,57381713,57381713,revisar
HUEHUETENANGO,SAN ANTONIO HUISTA,alta,13-24-0016-46,LICEO PRIVADO MIXTO MONTESSORI,13-24-0017-46,LICEO PRIVADO MIXTO MONTESSORI,100.0,100.0,57840243,57840243,revisar
HUEHUETENANGO,SAN JUAN IXCOY,alta,13-23-0058-46,"COLEGIO PREUNIVERSITARIO ""DEL VALLE""",13-23-0059-46,"COLEGIO PREUNIVERSITARIO ""DEL VALLE""",100.0,100.0,49059904,49059904,revisar
HUEHUETENANGO,SAN PEDRO SOLOMA,alta,13-08-0055-46,"COLEGIO LICEO TÉCNICO LIBERADOR ""KAROL WOJTILA""",13-08-0058-46,"COLEGIO LICEO TÉCNICO LIBERADOR ""KAROL WOJTILA""",100.0,100.0,45281085,45281085,revisar
HUEHUETENANGO,SANTA EULALIA,alta,13-17-0068-46,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,13-17-0069-46,LICEO TECNOLÓGICO BILINGÜE GUATEMALAN,100.0,100.0,32548923,32548923,revisar
HUEHUETENANGO,TODOS SANTOS CUCHUMATAN,alta,13-15-0061-46,LICEO PRIVADO SEÑOR SAN MARTÍN,13-15-0062-46,LICEO PRIVADO SEÑOR SAN MARTÍN,100.0,100.0,40126136,40126136,revisar
HUEHUETENANGO,UNION CANTINIL,alta,13-32-0043-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",13-32-0044-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",100.0,100.0,45283511,45283511,revisar
HUEHUETENANGO,UNION CANTINIL,alta,13-32-0043-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",13-32-0047-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",100.0,100.0,45283511,45283511,revisar
HUEHUETENANGO,UNION CANTINIL,alta,13-32-0044-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",13-32-0047-46,"INSTITUTO PRIVADO MIXTO ""DE LEÓN""",100.0,100.0,45283511,45283511,revisar
IZABAL,LIVINGSTON,alta,18-02-0382-46,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,18-02-0383-46,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,100.0,100.0,79305318,79305318,revisar
IZABAL,LOS AMATES,alta,18-05-0084-46,CENTRO EDUCATIVO MAYA,18-05-0117-46,CENTRO EDUCATIVO MAYA,100.0,100.0,78679654,78679654,revisar
IZABAL,LOS AMATES,alta,18-05-0133-46,"COLEGIO PRIVADO ""LIC. DAVID VELA""",18-05-0134-46,"COLEGIO PRIVADO ""LIC. DAVID VELA""",100.0,96.77,79473116,79473116,revisar
IZABAL,LOS AMATES,alta,18-05-0152-46,CENTRO EDUCATIVO MAYA,18-05-0153-46,CENTRO EDUCATIVO MAYA,100.0,100.0,53034233,53034233,revisar
IZABAL,LOS AMATES,alta,18-05-0152-46,CENTRO EDUCATIVO MAYA,18-05-0154-46,CENTRO EDUCATIVO MAYA,100.0,100.0,53034233,53034233,revisar
IZABAL,LOS AMATES,alta,18-05-0153-46,CENTRO EDUCATIVO MAYA,18-05-0154-46,CENTRO EDUCATIVO MAYA,100.0,100.0,53034233,53034233,revisar
IZABAL,MORALES,alta,18-04-0138-46,CENTRO EDUCATIVO MAYA SYSTEMS,18-04-0418-46,CENTRO EDUCATIVO MAYA SYSTEMS,100.0,100.0,53626154,53626154,revisar
IZABAL,MORALES,alta,18-04-0138-46,CENTRO EDUCATIVO MAYA SYSTEMS,18-04-3261-46,CENTRO EDUCATIVO MAYA SYSTEMS,100.0,100.0,53626154,53626154,revisar
IZABAL,MORALES,alta,18-04-0142-46,LICEO TECNICO HERMANO PEDRO,18-04-0146-46,LICEO TECNICO HERMANO PEDRO,100.0,100.0,40960621,40960621,revisar
IZABAL,MORALES,alta,18-04-0204-46,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""",18-04-0205-46,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""",100.0,100.0,31826809,31826809,revisar
IZABAL,MORALES,alta,18-04-0236-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,18-04-0462-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,100.0,100.0,79478238,79478238,revisar
IZABAL,MORALES,alta,18-04-0236-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,18-04-0463-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,100.0,100.0,79478238,79478238,revisar
IZABAL,MORALES,alta,18-04-0246-46,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",18-04-0380-46,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",100.0,100.0,53660792-55969273,53660792-55969273,revisar
IZABAL,MORALES,alta,18-04-0382-46,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",18-04-0383-46,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",100.0,100.0,55503911,55503911,revisar
IZABAL,MORALES,alta,18-04-0411-46,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",18-04-0412-46,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",100.0,100.0,55969273,55969273,revisar
IZABAL,MORALES,alta,18-04-0418-46,CENTRO EDUCATIVO MAYA SYSTEMS,18-04-3261-46,CENTRO EDUCATIVO MAYA SYSTEMS,100.0,100.0,53626154,53626154,revisar
IZABAL,MORALES,alta,18-04-0422-46,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",18-04-0423-46,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",100.0,100.0,30727557,30727557,revisar
IZABAL,MORALES,alta,18-04-0429-46,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",18-04-0431-46,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",100.0,100.0,49165611,49165611,revisar
IZABAL,MORALES,alta,18-04-0434-46,INSTITUTO PRIVADO MIXTO SAN JOSE,18-04-0435-46,INSTITUTO PRIVADO MIXTO SAN JOSE,100.0,100.0,53591094,53591094,revisar
IZABAL,MORALES,alta,18-04-0441-46,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",18-04-0442-46,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",100.0,100.0,47401633,47401633,revisar
IZABAL,MORALES,alta,18-04-0458-46,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,18-04-0459-46,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,100.0,100.0,40960621,40960621,revisar
IZABAL,MORALES,alta,18-04-0462-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,18-04-0463-46,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,100.0,100.0,79478238,79478238,revisar
IZABAL,MORALES,alta,18-04-0477-46,"INSTITUTO PRIVADO MIXTO ""ELITE""",18-04-0486-46,"INSTITUTO PRIVADO MIXTO ""ELITE""",100.0,100.0,56968070,56968070,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0209-46,"CENTRO EDUCATIVO ""LICEO CENTROAMERICANO""",18-01-0210-46,"CENTRO EDUCATIVO ""LICEO CENTROAMERICANO""",100.0,100.0,47193485,47193485,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0232-46,CENTRO EDUCATIVO CONCEPCION DE MARIA,18-01-0287-46,CENTRO EDUCATIVO CONCEPCION DE MARIA,100.0,100.0,79484943,79484943,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0242-46,INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO,18-01-0243-46,INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO,100.0,100.0,53108367,53108367,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0254-46,INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA,18-01-0256-46,INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA,100.0,100.0,44641742,44641742,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0284-46,LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA,18-01-0285-46,LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA,100.0,100.0,56112748,56112748,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0305-46,"INSTITUTO INTERCULTURAL MIXTO ""KATOK WINAQ""",18-01-0307-46,"INSTITUTO INTERCULTURAL MIXTO ""KATOK WINAQ""",100.0,100.0,79486433-79480166,79486433-79480166,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0306-46,"INSTITUTO INTERCULTURAL MIXTO ""KATOK WINAQ""",18-01-0308-46,"INSTITUTO INTERCULTURAL MIXTO ""KATOK WINAQ""",100.0,100.0,79486433-79480166,79486433-79480166,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0350-46,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""",18-01-0351-46,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""",100.0,100.0,41558965,41558965,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0376-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",18-01-0377-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,100.0,54837080,54837080,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0376-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",18-01-0378-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,100.0,54837080,54837080,revisar
IZABAL,PUERTO BARRIOS,alta,18-01-0377-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",18-01-0378-46,"INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,100.0,54837080,54837080,revisar
