departamento,municipio,confianza,codigo_a,establecimiento_a,codigo_b,establecimiento_b,similitud_nombre,similitud_direccion,telefono_a,telefono_b,decision
JUTIAPA,JUTIAPA,media,22-01-0348-46,LICEO BILINGUE INTERAMERICANO,22-01-0356-46,LICEO BILINGUE INTERAMERICANO,100.0,88.89,78440074,78440115,revisar
JUTIAPA,JUTIAPA,media,22-01-0350-46,"COLEGIO PARTICULAR MIXTO ""EBEN EZER""",22-01-0414-46,"COLEGIO PARTICULAR MIXTO ""EBEN EZER""",100.0,97.22,30085046,56931065,revisar
JUTIAPA,JUTIAPA,media,22-01-0381-46,CENTRO DE INTEGRACIÓN DE TÉCNICAS EDUCATIVAS -CITE-,22-01-0382-46,CENTRO DE INTEGRACIÓN DE TÉCNICAS EDUCATIVAS -CITE-,100.0,100.0,23399760,23399092,revisar
JUTIAPA,JUTIAPA,media,22-01-0664-46,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,22-01-0725-46,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,100.0,58.82,78440228,78440228,revisar
JUTIAPA,PASACO,media,22-15-0025-46,COLEGIO INTEGRAL CIENCIA Y DESARROLLO II,22-15-0026-46,COLEGIO INTEGRAL CIENCIA Y DESARROLLO II,100.0,100.0,46139082,58252521,revisar
JUTIAPA,SAN JOSE ACATEMPA,media,22-16-0010-46,"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""",22-16-0014-46,"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""EMANUEL""",100.0,100.0,31131879,51261125,revisar
JUTIAPA,SANTA CATARINA MITA,media,22-03-0011-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,22-03-0021-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,41723310,45135157,revisar
JUTIAPA,YUPILTEPEQUE,media,22-06-0020-46,LICEO YUPANO,22-06-0037-46,LICEO YUPANO,100.0,100.0,78820861,42321871,revisar
PETEN,EL CHAL,media,17-14-0044-46,LICEO EDUCATIVO SALEM,17-14-0086-46,LICEO EDUCATIVO SALEM,100.0,52.63,49194715,49194715,revisar
PETEN,EL CHAL,media,17-14-0083-46,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",17-14-0084-46,"CENTRO EDUCATIVO TÉCNICO PORTILLO ""CETPORT""",100.0,100.0,48835891,57851111,revisar
PETEN,FLORES,media,17-01-0179-46,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,17-01-0181-46,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,100.0,64.58,30898682,30898682,revisar
PETEN,FLORES,media,17-01-3998-46,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,17-01-4075-46,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,100.0,58.67,79248505,79248505,revisar
PETEN,LA LIBERTAD,media,17-05-0208-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",17-05-0210-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",100.0,100.0,79273890,79277390,revisar
PETEN,LA LIBERTAD,media,17-05-0232-46,LICEO MIXTO MODERNO SANTA FE,17-05-0234-46,LICEO MIXTO MODERNO SANTA FE,100.0,100.0,55705962,45309965,revisar
PETEN,LAS CRUCES,media,17-13-0126-46,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,17-13-0154-46,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO,100.0,100.0,45287229,40311962,revisar
PETEN,MELCHOR DE MENCOS,media,17-11-0080-46,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,17-11-3899-46,CENTRO EDUCATIVO BILINGUE VALPARAISO DE JESUS,100.0,49.18,30779107,30779107,revisar
PETEN,POPTUN,media,17-12-0142-46,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,17-12-0143-46,COLEGIO MIXTO PRIVADO SAN PEDRO MARTIR DE VERONA,100.0,63.83,79277745,79277745,revisar
PETEN,SAN BENITO,media,17-03-0001-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",17-03-0002-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",100.0,58.06,79263476,79263476,revisar
PETEN,SAN BENITO,media,17-03-0001-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",17-03-3992-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",100.0,70.59,79263476,79263476,revisar
PETEN,SAN BENITO,media,17-03-0002-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",17-03-3992-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",100.0,85.71,79263476,79263476,revisar
PETEN,SAN BENITO,media,17-03-0024-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,17-03-0026-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,,59979542,revisar
PETEN,SAN BENITO,media,17-03-0115-46,"LICEO DE CIENCIAS TECNICAS ""EL REDENTOR""",17-03-0116-46,"LICEO DE CIENCIAS TECNICAS ""EL REDENTOR""",100.0,97.14,47981031,48274081,revisar
PETEN,SAN BENITO,media,17-03-0120-46,COLEGIO PRIVADO MIXTO EL FORMADOR,17-03-0121-46,COLEGIO PRIVADO MIXTO EL FORMADOR,100.0,100.0,41670768,4167076,revisar
PETEN,SAN LUIS,media,17-09-0005-46,INSTITUTO PRIVADO FUENTE DEL SABER,17-09-0331-46,INSTITUTO PRIVADO FUENTE DEL SABER,100.0,37.5,40379592,40379592,revisar
PETEN,SAYAXCHE,media,17-10-0184-46,INSTITUTO PRIVADO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,17-10-0186-46,INSTITUTO PRIVADO VESPERTINO PROF. JOSE OTILIO FLORES CARBAJAL,100.0,100.0,59061172,79286513,revisar
PETEN,SAYAXCHE,media,17-10-0249-46,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,17-10-0250-46,COLEGIO PRIVADO MIXTO JACOBO ARBENZ GUZMAN,100.0,100.0,30432696,49312597,revisar
PETEN,SAYAXCHE,media,17-10-0346-46,INSTITUTO PRIVADO MIXTO LA REINITA,17-10-0347-46,INSTITUTO PRIVADO MIXTO LA REINITA,100.0,100.0,57869854,47181718,revisar
PETEN,SAYAXCHE,media,17-10-3566-46,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,17-10-3696-46,INSTITUTO PRIVADO MIXTO PROF. JOSE OTILIO FLORES CARBAJAL,100.0,100.0,47181718,31179873,revisar
QUETZALTENANGO,CABRICAN,media,09-06-0039-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,09-06-0040-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,58016103,40504710,revisar
QUETZALTENANGO,COLOMBA COSTA CUCA,media,09-17-0056-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",09-17-0061-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",100.0,45.16,36077580,36077580,revisar
QUETZALTENANGO,COLOMBA COSTA CUCA,media,09-17-0071-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",09-17-0080-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",100.0,30.3,36077580,36077580,revisar
QUETZALTENANGO,COLOMBA COSTA CUCA,media,09-17-0071-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",09-17-0082-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",100.0,57.53,36077580,36077580,revisar
QUETZALTENANGO,COLOMBA COSTA CUCA,media,09-17-0080-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",09-17-0082-46,"LICEO DE ESTUDIOS EN COMPUTACIÓN ""EL VALLE""",100.0,32.84,36077580,36077580,revisar
QUETZALTENANGO,QUETZALTENANGO,media,09-01-0125-46,"INSTITUTO NACIONAL ""JACOBO ARBENZ GUZMÁN""",09-01-0525-46,"INSTITUTO NACIONAL ""JACOBO ARBENZ GUZMÁN""",100.0,62.22,41514439,41514439,revisar
QUETZALTENANGO,QUETZALTENANGO,media,09-01-0139-46,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,09-01-3670-46,INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,100.0,92.06,77611270,77618218,revisar
QUICHE,CUNEN,media,14-10-0078-46,"COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""",14-10-0079-46,"COLEGIO MIXTO BILINGÜE INTERCULTURAL ""HERMANO OSCAR AZMITIA""",100.0,100.0,31406438,77555208,revisar
QUICHE,IXCAN,media,14-20-0126-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,14-20-0152-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,100.0,100.0,58908465,30881719,revisar
QUICHE,IXCAN,media,14-20-0126-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,14-20-5966-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,100.0,100.0,58908465,44792976,revisar
QUICHE,IXCAN,media,14-20-0150-46,COLEGIO AMERICANO MAYA QUICHE,14-20-5526-46,COLEGIO AMERICANO MAYA QUICHE,100.0,31.43,77557616,77557616,revisar
QUICHE,IXCAN,media,14-20-0152-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,14-20-5966-46,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,100.0,100.0,30881719,44792976,revisar
QUICHE,IXCAN,media,14-20-0174-46,LICEO MIXTO DEL NORTE FIN DE SEMANA,14-20-0175-46,LICEO MIXTO DEL NORTE FIN DE SEMANA,100.0,100.0,30519788,30938392,revisar
QUICHE,IXCAN,media,14-20-0244-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,14-20-0245-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,90.0,,,revisar
QUICHE,PACHALUM,media,14-21-0024-46,LICEO INTERCULTURAL PACHALUMENSE,14-21-6000-46,LICEO INTERCULTURAL PACHALUMENSE,100.0,42.67,57461136,57461136,revisar
QUICHE,SAN MIGUEL USPANTAN,media,14-15-0235-46,"COLEGIO EVANGÉLICO METODISTA ""MARANATHA""",14-15-0249-46,"COLEGIO EVANGÉLICO METODISTA ""MARANATHA""",100.0,96.55,79518432,45970247,revisar
QUICHE,ZACUALPA,media,14-04-0048-46,LICEO INTERCULTURAL ZACUALPA,14-04-0050-46,LICEO INTERCULTURAL ZACUALPA,100.0,100.0,57308053,53668614,revisar
RETALHULEU,NUEVO SAN CARLOS,media,11-08-0070-46,COLEGIO CRISTIANO MARANATHA,11-08-0071-46,COLEGIO CRISTIANO MARANATHA,100.0,100.0,44563659,31375946,revisar
RETALHULEU,NUEVO SAN CARLOS,media,11-08-0084-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,11-08-0085-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,58651746,39935978,revisar
RETALHULEU,RETALHULEU,media,11-01-0136-46,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,11-01-0137-46,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,100.0,100.0,77716393,30931824,revisar
RETALHULEU,RETALHULEU,media,11-01-0142-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,11-01-0143-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,100.0,100.0,,,revisar
RETALHULEU,RETALHULEU,media,11-01-0240-46,COLEGIO TECNOLÓGICO CABALLO BLANCO,11-01-0241-46,COLEGIO TECNOLÓGICO CABALLO BLANCO,100.0,100.0,41349740,55426137,revisar
RETALHULEU,RETALHULEU,media,11-01-0252-46,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,11-01-0253-46,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,100.0,82.67,77713125,77713125,revisar
RETALHULEU,RETALHULEU,media,11-01-0255-46,CENTRO EDUCATIVO NUEVA CANDELARIA,11-01-0397-46,CENTRO EDUCATIVO NUEVA CANDELARIA,100.0,100.0,59265598,58073087,revisar
RETALHULEU,RETALHULEU,media,11-01-0292-46,"COLEGIO ""JOSÉ BATRES MONTÚFAR""",11-01-0293-46,"COLEGIO ""JOSÉ BATRES MONTÚFAR""",100.0,52.94,56220514,56220514,revisar
RETALHULEU,RETALHULEU,media,11-01-0318-46,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""",11-01-0320-46,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""",100.0,100.0,31881837,46162724,revisar
RETALHULEU,RETALHULEU,media,11-01-0321-46,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,11-01-0327-46,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,100.0,100.0,54177877,57101865,revisar
RETALHULEU,RETALHULEU,media,11-01-0522-46,COLEGIO NACIONAL DE EDUCACIÓN VIRTUAL TESLA,11-01-0552-46,COLEGIO NACIONAL DE EDUCACIÓN VIRTUAL TESLA,100.0,82.11,41039475,41039475,revisar
RETALHULEU,RETALHULEU,media,11-01-0523-46,"COLEGIO TECNOLÓGICO CENTROAMERICANO ""COLTEC""",11-01-0534-46,"COLEGIO TECNOLÓGICO CENTROAMERICANO ""COLTEC""",100.0,100.0,50199888,59199888,revisar
RETALHULEU,RETALHULEU,media,11-01-1405-46,COLEGIO MIXTO ISIDRO TARACENA,11-01-1406-46,COLEGIO MIXTO ISIDRO TARACENA,100.0,83.72,77710563,77710563,revisar
RETALHULEU,RETALHULEU,media,11-01-1447-46,COLEGIO COSTA SUR,11-01-1448-46,COLEGIO COSTA SUR,100.0,73.17,77716808,77716808,revisar
RETALHULEU,SAN MARTIN ZAPOTITLAN,media,11-04-0017-46,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,11-04-0019-46,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,100.0,60.5,77725523,77725523,revisar
RETALHULEU,SAN SEBASTIAN,media,11-02-0011-46,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,11-02-0013-46,CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS,100.0,100.0,30106762,77713268,revisar
RETALHULEU,SAN SEBASTIAN,media,11-02-0052-46,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,11-02-0056-46,COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS,100.0,43.24,77713268,77713268,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-0091-46,INSTITUTO TECNICO EMPRESARIAL,03-01-1250-46,INSTITUTO TECNICO EMPRESARIAL,100.0,85.71,78326854,78326854,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-0210-46,COLEGIO ANTIGUA,03-01-0947-46,COLEGIO ANTIGUA,100.0,33.93,78326275,78326275,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-0230-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,03-01-1425-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,100.0,98.25,78327261,58566256,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-0296-46,COLEGIO INFANTIL MIS PRIMEROS TRAZOS,03-01-0299-46,COLEGIO INFANTIL MIS PRIMEROS TRAZOS,100.0,100.0,78266658,78246655,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-1017-46,LICEO TERESA DE AVILA,03-01-1297-46,LICEO TERESA DE AVILA,100.0,93.62,,50715990,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-1035-46,COLEGIO MIXTO POLITECNICO PEDAGOGICO,03-01-1304-46,COLEGIO MIXTO POLITECNICO PEDAGOGICO,100.0,100.0,78325262,78325262-78321201,revisar
SACATEPEQUEZ,ANTIGUA GUATEMALA,media,03-01-1343-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,03-01-1344-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,100.0,100.0,52660000,52660000-78323083,revisar
SACATEPEQUEZ,CIUDAD VIEJA,media,03-12-0021-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,03-12-0022-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,100.0,76.19,57778349,57778349,revisar
SACATEPEQUEZ,CIUDAD VIEJA,media,03-12-0024-46,LICEO MIXTO INTEGRAL,03-12-0061-46,LICEO MIXTO INTEGRAL,100.0,59.09,78315283,78315283,revisar
SACATEPEQUEZ,CIUDAD VIEJA,media,03-12-0049-46,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""",03-12-0050-46,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""",100.0,86.08,55973000,55973000,revisar
SACATEPEQUEZ,CIUDAD VIEJA,media,03-12-0118-46,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, HERMÓGENES LÓPEZ COARCHITA",03-12-0119-46,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, HERMÓGENES LÓPEZ COARCHITA",100.0,100.0,50100901,59532649,revisar
SACATEPEQUEZ,SAN ANTONIO AGUAS CALIENTES,media,03-15-0011-46,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,03-15-0013-46,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,100.0,100.0,50894387,52672187,revisar
SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,media,03-07-0019-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,03-07-0027-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,100.0,83.54,50695027,50695027,revisar
SACATEPEQUEZ,SAN BARTOLOME MILPAS ALTAS,media,03-07-0019-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,03-07-0032-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,100.0,97.5,50695027,50937239,revisar
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,media,03-08-0017-46,COLEGIO VALLE AMERICANO,03-08-0039-46,COLEGIO VALLE AMERICANO,100.0,64.96,78301515,78301515,revisar
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,media,03-08-0032-46,LICEO JOHN DEWEY,03-08-0033-46,LICEO JOHN DEWEY,100.0,100.0,77258854,78303450,revisar
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,media,03-08-0051-46,COLEGIO MIXTO INTEGRAL,03-08-1346-46,COLEGIO MIXTO INTEGRAL,100.0,66.67,78301329,78301329,revisar
SACATEPEQUEZ,SAN MIGUEL DUENAS,media,03-13-0012-46,COLEGIO MIXTO SAN MIGUEL ARCANGEL,03-13-0019-46,COLEGIO MIXTO SAN MIGUEL ARCANGEL,100.0,100.0,51009332,78340035,revisar
SACATEPEQUEZ,SAN MIGUEL DUENAS,media,03-13-0016-46,COLEGIO MIXTO SAN MIGUEL ARCANGEL,03-13-0019-46,COLEGIO MIXTO SAN MIGUEL ARCANGEL,100.0,100.0,51009332,78340035,revisar
SACATEPEQUEZ,SANTA CATARINA BARAHONA,media,03-16-1315-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,03-16-1442-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,100.0,100.0,45707357,,revisar
SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,media,03-09-0003-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,03-09-0008-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO,100.0,100.0,59223522,54024292,revisar
SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,media,03-09-0021-46,LICEO SANTA LUCIA,03-09-0022-46,LICEO SANTA LUCIA,100.0,100.0,56630255,59679411,revisar
SACATEPEQUEZ,SANTIAGO SACATEPEQUEZ,media,03-06-1374-46,INSTITUTO MIXTO LOMA LINDA,03-06-1375-46,INSTITUTO MIXTO LOMA LINDA,100.0,100.0,55892069,42910030,revisar
SACATEPEQUEZ,SANTO DOMINGO XENACOJ,media,03-05-0023-46,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,03-05-0024-46,COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO,100.0,100.0,54420245,78823255,revisar
SACATEPEQUEZ,SUMPANGO,media,03-04-0031-46,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,03-04-1143-46,CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI,100.0,71.43,53248515,53248515,revisar
SACATEPEQUEZ,SUMPANGO,media,03-04-0045-46,COLEGIO DE COMPUTACION MIXTO GUATEMALTECO,03-04-1324-46,COLEGIO DE COMPUTACION MIXTO GUATEMALTECO,100.0,69.57,78331902,78331902,revisar
SACATEPEQUEZ,SUMPANGO,media,03-04-1272-46,LICEO CIENTIFICO TECNOLOGICO ISRAEL,03-04-1316-46,LICEO CIENTIFICO TECNOLOGICO ISRAEL,100.0,47.62,78331032,78331032,revisar
SAN MARCOS,AYUTLA,media,12-17-0019-46,"INSTITUTO PARTICULAR MIXTO ""TECUN UMAN""",12-17-1150-46,"INSTITUTO PARTICULAR MIXTO ""TECUN UMAN""",100.0,100.0,77768413,41023479,revisar
SAN MARCOS,CATARINA,media,12-16-0051-46,LICEO EXPERIMENTAL,12-16-0056-46,LICEO EXPERIMENTAL,100.0,97.44,58749742,31548630,revisar
SAN MARCOS,COMITANCILLO,media,12-04-0077-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,12-04-0078-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,18.87,48784181,48784181,revisar
SAN MARCOS,COMITANCILLO,media,12-04-0118-46,LICEO SAN JOSÉ,12-04-0121-46,LICEO SAN JOSÉ,100.0,100.0,56109686,31919462,revisar
SAN MARCOS,CONCEPCION TUTUAPA,media,12-06-0079-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,12-06-0084-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,52067424,,revisar
SAN MARCOS,EL TUMBADOR,media,12-13-0055-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,12-13-0068-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,98.9,77606447,77606256,revisar
SAN MARCOS,EL TUMBADOR,media,12-13-0056-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,12-13-0071-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,100.0,77679633,77606256,revisar
SAN MARCOS,EL TUMBADOR,media,12-13-0056-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,12-13-0090-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,100.0,100.0,77679633,77606256,revisar
SAN MARCOS,LA BLANCA,media,12-30-0072-46,"""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""",12-30-0073-46,"""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""",100.0,100.0,37714464,45454204,revisar
SAN MARCOS,MALACATAN,media,12-15-0061-46,CENTRO PRIVADO DE ESTUDIOS SUPERACION,12-15-5094-46,CENTRO PRIVADO DE ESTUDIOS SUPERACION,100.0,60.87,57487516,57487516,revisar
SAN MARCOS,MALACATAN,media,12-15-0073-46,LICEO ESPAÑOL,12-15-0121-46,LICEO ESPAÑOL,100.0,26.32,77772659,77772659,revisar
SAN MARCOS,MALACATAN,media,12-15-0089-46,LICEO EXPERIMENTAL,12-15-0120-46,LICEO EXPERIMENTAL,100.0,87.5,58749742,58749742,revisar
SAN MARCOS,MALACATAN,media,12-15-0093-46,CENTRO DE ESTUDIOS POR MADUREZ CEEM,12-15-3447-46,CENTRO DE ESTUDIOS POR MADUREZ CEEM,100.0,100.0,77601164,30162378,revisar
SAN MARCOS,MALACATAN,media,12-15-0146-46,"INSTITUTO PRIVADO MIXTO ""MALACATECO""",12-15-0735-46,"INSTITUTO PRIVADO MIXTO ""MALACATECO""",100.0,73.85,77770748,77770748,revisar
SAN MARCOS,MALACATAN,media,12-15-0166-46,"INSTITUTO PRIVADO MIXTO ""SAN ANDRÉS DE LA VILLA""",12-15-0167-46,"INSTITUTO PRIVADO MIXTO ""SAN ANDRÉS DE LA VILLA""",100.0,100.0,42274245,41932640,revisar
SAN MARCOS,NUEVO PROGRESO,media,12-12-0078-46,"COLEGIO CIENTÍFICO ""GALILEO""",12-12-0085-46,"COLEGIO CIENTÍFICO ""GALILEO""",100.0,100.0,41045666,54790718,revisar
SAN MARCOS,NUEVO PROGRESO,media,12-12-0083-46,"COLEGIO CIENTÍFICO ""GALILEO""",12-12-0085-46,"COLEGIO CIENTÍFICO ""GALILEO""",100.0,100.0,41045666,54790718,revisar
SAN MARCOS,NUEVO PROGRESO,media,12-12-0100-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,12-12-0103-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,38.1,33917625,33917625,revisar
SAN MARCOS,NUEVO PROGRESO,media,12-12-0100-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,12-12-0104-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,38.1,33917625,33917625,revisar
SAN MARCOS,OCOS,media,12-18-0036-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,12-18-0037-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,49969777,46405105,revisar
SAN MARCOS,PAJAPITA,media,12-22-0003-46,"INSTITUTO TECNOLOGICO ""GERARDI""",12-22-0023-46,"INSTITUTO TECNOLOGICO ""GERARDI""",100.0,100.0,57177772,42245597,revisar
SAN MARCOS,PAJAPITA,media,12-22-0020-46,LICEO EXPERIMENTAL,12-22-0021-46,LICEO EXPERIMENTAL,100.0,100.0,41200420,59465002,revisar
SAN MARCOS,PAJAPITA,media,12-22-0020-46,LICEO EXPERIMENTAL,12-22-0024-46,LICEO EXPERIMENTAL,100.0,100.0,41200420,55176154,revisar
SAN MARCOS,PAJAPITA,media,12-22-0021-46,LICEO EXPERIMENTAL,12-22-0024-46,LICEO EXPERIMENTAL,100.0,100.0,59465002,55176154,revisar
